"Major","ComplexType","ComplexDescr","NbrBldgs","NbrStories","NbrUnits","AvgUnitSize","LandPerUnit","ProjectLocation","ProjectAppeal","PcntWithView","ConstrClass","BldgQuality","Condition","YrBuilt","EffYr","PcntComplete","Elevators","SectySystem","Fireplace","Laundry","AptConversion","CondoLandType","Address","BuildingNumber","Fraction","DirectionPrefix","StreetName","StreetType","DirectionSuffix","ZipCode"
"086918","1","2 townhouse units","1","3","2","3432","3205","4","4","0","4","6","3","2015","2015","100","N","N","Y","2","N","1","318          5TH                       AVE     98033","318  ","   ","  ","5TH                      ","AVE ","  ","98033"
"108565","1","31 unit condo","6","2","31","1083","3354","4","3","0","4","4","4","1987","1987","100","N","N","Y","2","N","1","5912      S  238TH                     CT      98032","5912 ","   ","S ","238TH                    ","CT  ","  ","98032"
"108568","1","26 unit condo with 2 separate pkg accts","15","2","26","1318","5540","3","3","0","4","4","4","1989","1989","100","N","N","Y","2","N","1","23906        56TH                      CT   S  98032","23906","   ","  ","56TH                     ","CT  ","S ","98032"
"111255","1","Townhouses","1","3","12","2049","1480","3","4","0","4","6","3","2008","2008","100","N","N","Y","2","N","1","1006      NE HIGH                      ST      98029","1006 ","   ","NE","HIGH                     ","ST  ","  ","98029"
"114040","3","OFFICE CONDOS","3","1","3","4771","21420","3","3","0","4","5","0","1999","1999","100","N","N"," ","0","N","0","918       S  348TH                     ST      98003","918  ","   ","S ","348TH                    ","ST  ","  ","98003"
"132750","2","BLDG A-5UNIT-1551-NW 53 ST","0","3","10","768","1001","3","3","0","4","4","3","1979","1996","100","N","Y","Y","2","N","0","1551      NW 53RD                      ST      98107","1551 ","   ","NW","53RD                     ","ST  ","  ","98107"
"138735","1","168 FLAT UNITS","21","2","168","1024","2246","3","3","0","4","5","4","1984","1995","100","N","N","Y","2","Y","1","1264         BELLEVUE                  WAY  NE 98004","1264 ","   ","  ","BELLEVUE                 ","WAY ","NE","98004"
"141983","1","9 UNIT CONDOMINIUM","1","3","9","1037","1000","4","3","0","4","4","4","1978","1978","100","N","N"," ","2","N","1","22532        6TH                       AVE  S  98198","22532","   ","  ","6TH                      ","AVE ","S ","98198"
"156910","2"," ","11","2","90","973","3031","3","3","20","4","5","3","1989","2005","100","N","N","Y","2","N","0","145          NEWPORT                   WAY  NW 98000","145  ","   ","  ","NEWPORT                  ","WAY ","NW","98000"
"165800","4","50 Residential, 2 Coml Units","1","4","50","601","356","2","3","0","4","4","3","2002","2002","100","Y","Y","N","2","N","1","4020         AURORA                    AVE  N  ","4020 ","   ","  ","AURORA                   ","AVE ","N ",""
"178940","1","80 UNIT CONDO","10","2","80","927","2518","3","3","0","4","5","4","1978","1990","100","N","N","Y","2","N","1","12800        116TH                     AVE  NE 98034","12800","   ","  ","116TH                    ","AVE ","NE","98034"
"001140","1","18 Unit Condo","1","5","18","1086","545","4","4","0","4","6","3","2005","2005","100","Y","Y","Y","2","N","1","200       W  COMSTOCK                  ST      98119","200  ","   ","W ","COMSTOCK                 ","ST  ","  ","98119"
"005085","1","TOWNHOUSES","2","3","9","1484","1528","4","4","0","4","5","3","2003","2003","100","N","Y","Y","2","N","1","4321      SW HUDSON                    ST      98136","4321 ","   ","SW","HUDSON                   ","ST  ","  ","98136"
"005490","4","18 Res Units + 1 Coml Unit","1","4","18","706","487","3","3","0","4","4","4","1993","1998","100","Y","Y","Y","2","Y","1","3435         CALIFORNIA                AVE  SW 98116","3435 ","   ","  ","CALIFORNIA               ","AVE ","SW","98116"
"008200","1","8Unit Condo","4","2","8","1130","15600","3","3","50","4","4","3","2000","2000","100","N","N","N","2","N","1","406          TAYLOR                    AVE  NW 98055","406  ","   ","  ","TAYLOR                   ","AVE ","NW","98055"
"013150","1","FLATS","1","5","16","1243","625","4","3","0","4","5","4","1978","1988","100","Y","Y","Y","2","N","1","1101         HARBOR                    AVE  SW 98116","1101 ","   ","  ","HARBOR                   ","AVE ","SW","98116"
"015900","1","FLATS","1","3","6","618","800","4","3","0","4","5","4","1985","1995","100","N","N","Y","2","N","1","3049         60TH                      AVE  SW 98116","3049 ","   ","  ","60TH                     ","AVE ","SW","98116"
"025138","1","Flats","2","4","13","754","463","3","3","0","4","4","4","1968","1981","100","Y","Y","Y","1","Y","1","601          14TH                      AVE  E  98112","601  ","   ","  ","14TH                     ","AVE ","E ","98112"
"060501","1","FLATS","1","3","16","605","424","3","3","0","3","5","5","1930","1985","100","N","Y","N","1","Y","1","2810         16TH                      AVE  S  98144","2810 ","   ","  ","16TH                     ","AVE ","S ","98144"
"064325","1","FLATS","1","4","20","1036","600","3","3","0","4","5","4","1986","1997","100","Y","Y","Y","2","N","1","1617         SUMMIT                    AVE     98122","1617 ","   ","  ","SUMMIT                   ","AVE ","  ","98122"
"068150","3"," ","0","0","0","0","0","0","0","0","2","6","3","1994","1994","100","N"," "," ","0"," ","0","188          106TH                     AVE  NE 98004","188  ","   ","  ","106TH                    ","AVE ","NE","98004"
"068601","1","TOWNHOUSES","1","2","2","1511","4725","3","3","0","4","6","3","2014","2014","100","N","N","N","2","N","1","10358     NE 21ST                      PL      ","10358","   ","NE","21ST                     ","PL  ","  ",""
"068795","1","30 Unit Flats & Townhouses","3","2","30","1092","1798","3","3","0","4","4","3","1990","1990","100","N","N","Y","2","Y","1","30820        14TH                      AVE  S  98003","30820","   ","  ","14TH                     ","AVE ","S ","98003"
"085021","3","","4","1","4","15500","0","3","3","0","3","4","3","1987","1990","100"," "," "," ","0"," ","0","560          NACHES                    AVE  SW ","560  ","   ","  ","NACHES                   ","AVE ","SW",""
"085022","3","","2","1","2","25500","0","0","0","0","3","4","3","1989","1990","100"," "," "," ","0"," ","0","1000         OAKESDALE                 AVE  SW ","1000 ","   ","  ","OAKESDALE                ","AVE ","SW",""
"086650","1","Townhouses","3","2","19","1365","3571","3","3","0","4","5","3","2003","2003","100","N","N","Y","2","N","1","17915        80TH                      AVE  NE 98028","17915","   ","  ","80TH                     ","AVE ","NE","98028"
"093800","1","36 - UNIT CONDO","6","3","36","1243","1526","2","3","0","4","5","4","1981","1995","100","N","N","Y","2","N","1","2614         4TH                       AVE  N  98109","2614 ","   ","  ","4TH                      ","AVE ","N ","98109"
"103190","1","FLATS","2","2","4","1055","1999","4","3","0","4","4","4","1989","1997","100","N","N","Y","2","N","1","1706         BRADNER                   PL   S  98144","1706 ","   ","  ","BRADNER                  ","PL  ","S ","98144"
"106650","1","8 townhouse buildings with 3-4 units eac","8","3","29","1946","2603","3","3","0","4","6","3","2017","2017","100","N","N","Y","2","N","1","","     ","   ","","                         ","","",""
"111705","4","Flats, Townhouses","1","6","141","810","270","3","3","0","3","6","3","2007","2007","100","Y","Y","N","2","N","1","530          BROADWAY                       E  ","530  ","   ","  ","BROADWAY                 ","    ","E ",""
"111708","3","","0","0","0","1","0","0","0","0","0","0","0","0","0","0"," "," "," ","0"," ","0","1601         2ND                       AVE     98101","1601 ","   ","  ","2ND                      ","AVE ","  ","98101"
"112250","1","2 FLATS & 1 TH","1","2","3","1920","3092","3","3","0","4","4","3","1970","1970","100","N","N","Y","1","Y","1","12216        GREENWOOD                 AVE  N  98133","12216","   ","  ","GREENWOOD                ","AVE ","N ","98133"
"112950","5"," ","1","4","44","1200","0","4","4","0","1","5","3","2006","2006","100","Y","Y"," ","1"," ","1","1531         BROADWAY                          ","1531 ","   ","  ","BROADWAY                 ","    ","  ",""
"129280","1","22 UNIT CONDO","1","3","22","1114","2077","3","3","0","4","4","3","1979","1983","100","N","N"," ","2","N","1","13605     NE 8TH                       ST      98005","13605","   ","NE","8TH                      ","ST  ","  ","98005"
"158600","1","8 SFR Units","8","2","8","2584","7509","3","4","38","4","5","3","2006","2006","100","N","N","Y","2","N","1","19139        8TH                       AVE  NW 98177","19139","   ","  ","8TH                      ","AVE ","NW","98177"
"159680","1","","8","3","12","1577","0","4","4","0","4","5","3","2018","2018","83"," "," "," ","2"," ","0","214          4TH                       AVE     ","214  ","   ","  ","4TH                      ","AVE ","  ",""
"160450","3"," ","1","9","116","201","0","2","2","0","1","4","0","1925","1945","100","Y","Y"," ","1","Y","0","2000         4TH                       AVE     98121","2000 ","   ","  ","4TH                      ","AVE ","  ","98121"
"167950","1","Detached Townhouses, SFR ","50","3","50","3303","2091","3","4","0","4","6","3","2007","2007","100","N","Y","Y","2","N","1","19505        93RD                      PL   NE 98011","19505","   ","  ","93RD                     ","PL  ","NE","98011"
"168365","3","MIXED USE COMMERCIAL","1","4","8","2020","515","4","3","0","3","4","0","1908","1960","100","N","N"," ","0","Y","0","4000         UNIVERSITY                WAY  NE 98105","4000 ","   ","  ","UNIVERSITY               ","WAY ","NE","98105"
"010360","1","4 UNIT CONDO","2","2","4","1465","3180","4","3","0","4","5","3","1995","1995","100","N","N","Y","2","N","1","567       NE ALDER                     ST      98027","567  ","   ","NE","ALDER                    ","ST  ","  ","98027"
"012500","1","Flats","1","5","79","627","182","3","3","0","4","4","3","1991","1991","100","Y","Y","Y","2","N","1","3028         WESTERN                   AVE     98121","3028 ","   ","  ","WESTERN                  ","AVE ","  ","98121"
"020010","1","9 UNIT CONDO","1","3","9","1073","1903","3","3","0","4","4","4","1991","1991","100","N","Y","Y","2","N","1","17404        AMBAUM                    BLVD S  98148","17404","   ","  ","AMBAUM                   ","BLVD","S ","98148"
"032300","1","Flats","1","3","11","678","746","3","3","0","4","5","4","1988","1995","100","N","Y","N","2","Y","1","9056         MARY                      AVE  NW 98117","9056 ","   ","  ","MARY                     ","AVE ","NW","98117"
"033940","1","FLATS","5","2","20","937","7873","4","3","0","4","4","3","1983","1990","100","N","N","Y","2","N","1","17420     NE 88TH                      PL      98052","17420","   ","NE","88TH                     ","PL  ","  ","98052"
"034830","1","TOWNHOUSES","2","4","24","1088","1392","3","3","0","4","4","3","1976","1976","100","N","N","Y","2","N","1","1900      N  NORTHGATE                 WAY     98133","1900 ","   ","N ","NORTHGATE                ","WAY ","  ","98133"
"045190","4","162 RES UNITS + 1 COM'L UNIT","1","6","163","762","244","3","4","0","2","5","3","2000","2000","100","Y","Y","Y","2","N","1","1532      NW 56TH                      ST      ","1532 ","   ","NW","56TH                     ","ST  ","  ",""
"058675","2","4 UNIT CONDO","1","3","4","1194","2768","4","3","50","4","5","3","1978","2000","100","N","Y"," ","2","Y","0","11643        91ST                      PL   NE 98034","11643","   ","  ","91ST                     ","PL  ","NE","98034"
"073995","1","8 FLAT UNITS","1","4","8","1132","936","3","3","0","4","5","4","1997","1997","100","Y","Y","Y","2","N","1","2334         THORNDYKE                 AVE  W  98199","2334 ","   ","  ","THORNDYKE                ","AVE ","W ","98199"
"083380","2"," ","1","2","8","700","848","3","3","0","4","4","3","1996","2006","100","N","Y","N","2","N","0","13310        GREENWOOD                 AVE  N  ","13310","   ","  ","GREENWOOD                ","AVE ","N ",""
"090500","1","FLATS","1","6","75","578","192","3","3","0","4","5","3","2001","2001","100","Y","Y","N","2","Y","1","1323         BOREN                     AVE     98101","1323 ","   ","  ","BOREN                    ","AVE ","  ","98101"
"091280","1","3 UNIT CONDO","1","2","3","926","2000","4","3","0","4","4","4","1971","1980","100","N","Y","N","1","Y","1","7363         WOODLAWN                  AVE  N  98115","7363 ","   ","  ","WOODLAWN                 ","AVE ","N ","98115"
"108567","1","32 Unit Condo","7","2","32","1159","3905","3","3","0","4","4","4","1989","1989","100","N","N","Y","2","N","1","23958        58TH                      CT   S  98032","23958","   ","  ","58TH                     ","CT  ","S ","98032"
"111269","1","46 UNIT TOWNHOUSE CONDO","15","2","46","1054","4250","3","4","0","4","4","4","1984","1984","100","N","N","Y","2","N","1","13434        JUANITA-WOODINVILLE       WAY  NE 98034","13434","   ","  ","JUANITA-WOODINVILLE      ","WAY ","NE","98034"
"111670","1","12 UNIT CONDOMINIUM","6","2","12","2261","5622","3","3","0","4","6","3","1992","1992","100","N","Y","Y","2","N","1","101       SW 197TH                     ST      98166","101  ","   ","SW","197TH                    ","ST  ","  ","98166"
"115630","1","TOWNHOUSES & FLAT","4","2","16","1548","2253","3","3","0","4","4","3","1991","1991","100","N","N","Y","2","N","1","19631        15TH                      AVE  NE 98155","19631","   ","  ","15TH                     ","AVE ","NE","98155"
"129830","1","FLATS","1","4","4","1272","1436","3","4","0","4","5","3","1981","1995","100","Y","Y","Y","2","N","1","1627         CALIFORNIA                AVE  SW 98116","1627 ","   ","  ","CALIFORNIA               ","AVE ","SW","98116"
"140050","4","58 RES UNITS + 2 COML UNITS","1","6","60","596","237","3","3","0","4","6","3","1999","1999","100","Y","Y"," ","2","N","1","123          QUEEN ANNE                AVE  N  98109","123  ","   ","  ","QUEEN ANNE               ","AVE ","N ","98109"
"143380","2"," ","14","3","198","804","1700","3","3","0","4","4","4","1968","1997","100","N","N"," ","1","Y","0","15517     NE 11TH                      ST      98007","15517","   ","NE","11TH                     ","ST  ","  ","98007"
