"Major","ComplexType","ComplexDescr","NbrBldgs","NbrStories","NbrUnits","AvgUnitSize","LandPerUnit","ProjectLocation","ProjectAppeal","PcntWithView","ConstrClass","BldgQuality","Condition","YrBuilt","EffYr","PcntComplete","Elevators","SectySystem","Fireplace","Laundry","AptConversion","CondoLandType","Address","BuildingNumber","Fraction","DirectionPrefix","StreetName","StreetType","DirectionSuffix","ZipCode"
"281809","1","2 UNIT CONDOMINIUM","1","1","2","1616","6300","4","4","0","4","4","5","1947","1956","100","N","N","Y","1","Y","1","2821      NW GOLDEN                    DR      98117","2821 ","   ","NW","GOLDEN                   ","DR  ","  ","98117"
"298630","1","3 UNIT CONDO","1","2","3","1205","3827","4","4","0","4","4","4","1985","1985","100","N","N","Y","2","N","1","2462      SE 8TH                       PL      98055","2462 ","   ","SE","8TH                      ","PL  ","  ","98055"
"389220","1","4-UNIT CONDOMINIUM","1","2","4","947","4369","4","3","0","4","4","3","1978","1978","100","N","N","Y","2","N","1","504          2ND                       AVE  S  98033","504  ","   ","  ","2ND                      ","AVE ","S ","98033"
"389360","1","2 unit duplex townhouse","1","3","2","4100","4135","4","4","0","4","7","3","2016","2016","100","N","N","Y","2","N","1","1814         MARKET                    ST      ","1814 ","   ","  ","MARKET                   ","ST  ","  ",""
"389480","1","Condos, All Flats","10","3","100","892","3653","3","3","0","4","4","4","1985","2005","100","N","N","Y","2","Y","1","11103     NE 124TH                     LN      ","11103","   ","NE","124TH                    ","LN  ","  ",""
"389660","1","Flats","13","2","122","935","3453","3","3","0","4","4","4","1987","2005","100","N","N","Y","2","Y","1","12606        100TH                     AVE  NE 98034","12606","   ","  ","100TH                    ","AVE ","NE","98034"
"399300","5","","1","6","76","363","0","3","3","0","4","4","3","2009","2009","100","Y","Y"," ","1"," ","0","12738        33RD                      AVE  NE 98125","12738","   ","  ","33RD                     ","AVE ","NE","98125"
"405117","1","76 Living Units + 16 Parking Units","9","3","76","965","2170","3","3","0","4","4","3","1995","2004","100","N","N","Y","2","N","1","13306     SE 272ND                     ST      98042","13306","   ","SE","272ND                    ","ST  ","  ","98042"
"412932","5","","0","0","0","1","0","0","0","0","0","0","0","0","0","0"," "," "," ","0"," ","0","625          BOREN                     AVE  N  98109","625  ","   ","  ","BOREN                    ","AVE ","N ","98109"
"414163","1","70 Unit Condo","13","2","70","1553","2458","3","3","0","4","4","4","1995","1996","100","N","N","Y","2","N","1","10415     SE 250TH                     PL      98030","10415","   ","SE","250TH                    ","PL  ","  ","98030"
"415210","1","22 UNIT CONDOMINIUM","3","3","22","1480","2734","4","3","0","4","6","4","1978","1978","100","N","N","Y","2","N","1","300          7TH                       AVE  S  98033","300  ","   ","  ","7TH                      ","AVE ","S ","98033"
"418050","1","FLATS & TOWNHOUSES","1","3","35","1085","1589","3","3","0","4","5","4","1981","1995","100","Y","Y","Y","1","N","1","7930      SE 34TH                      ST      98040","7930 ","   ","SE","34TH                     ","ST  ","  ","98040"
"418290","1","4 UNIT CONDOMINIUM CONVERSION","4","1","4","594","2886","4","3","0","4","4","5","1943","1980","100","N","N"," ","2","Y","1","1801      S  LANE                      ST      98144","1801 ","   ","S ","LANE                     ","ST  ","  ","98144"
"432341","3","353 Room Full Service Hotel","1","19","353","100","0","0","0","0","1","8","3","2005","2005","100","Y","Y"," ","0"," ","0","600          BELLEVUE                  WAY  NE 98004","600  ","   ","  ","BELLEVUE                 ","WAY ","NE","98004"
"438925","1","TOWNHOUSES","2","2","6","2074","5859","4","4","0","4","8","3","2005","2005","100","N","Y","Y","2","N","1","706          99TH                      AVE  NE 98004","706  ","   ","  ","99TH                     ","AVE ","NE","98004"
"445876","1","7 Unit Condo","1","2","7","709","857","3","3","0","4","4","4","1960","2002","100","N","Y","Y","2","Y","1","4310         DAYTON                    AVE  N  98103","4310 ","   ","  ","DAYTON                   ","AVE ","N ","98103"
"500790","1","172 Unit Condo","20","2","172","941","7253","3","3","0","4","4","3","1990","2005","100","N","N","Y","2","Y","1","31500        33RD                      PL   SW 98023","31500","   ","  ","33RD                     ","PL  ","SW","98023"
"501780","1","Flats","1","3","12","554","400","3","3","0","4","5","5","1908","1987","100","N","Y","N","2","Y","1","1820         24TH                      AVE     98122","1820 ","   ","  ","24TH                     ","AVE ","  ","98122"
"505080","1","FLATS & TOWNHOUSES","4","2","24","1396","3890","3","3","0","4","4","4","1969","1989","100","N","Y","Y","2","N","1","14836     SE 16TH                      ST      98007","14836","   ","SE","16TH                     ","ST  ","  ","98007"
"507165","1","FLATS","1","4","27","1088","667","3","3","0","4","4","3","1981","1981","100","Y","Y","Y","2","N","1","701          17TH                      AVE     98122","701  ","   ","  ","17TH                     ","AVE ","  ","98122"
"514280","4","5 Res Units + 3 Coml Units","1","6","5","1780","1127","4","4","0","4","6","3","1992","1997","100","Y","Y","Y","2","Y","1","1619         HARBOR                    AVE  SW 98116","1619 ","   ","  ","HARBOR                   ","AVE ","SW","98116"
"514920","4","5 Res/1 Comm Unit Condo","2","2","5","1213","0","3","3","80","4","4","3","1990","1990","100","N","N","N","2","Y","1","807       S  219TH                     ST      ","807  ","   ","S ","219TH                    ","ST  ","  ",""
"541525","1","78 unit condo","16","2","78","1423","2724","3","4","0","4","5","3","1999","1999","100","N","Y","Y","2","N","1","418          17TH                      ST   SE 98002","418  ","   ","  ","17TH                     ","ST  ","SE","98002"
"558800","2","FLATS","3","2","10","1018","2048","4","3","0","4","4","4","1967","1997","100","N","N","N","2","Y","1","191          106TH                     AVE  SE ","191  ","   ","  ","106TH                    ","AVE ","SE",""
"559210","2","19 UNIT CONDOMINIUM","1","3","19","854","816","3","3","100","4","4","3","1968","1992","100","N","N"," ","1","Y","0","1901      NE 3RD                       ST      98056","1901 ","   ","NE","3RD                      ","ST  ","  ","98056"
"559296","1","10 UNIT CONDO","5","3","10","1734","3000","4","3","0","4","5","4","1998","1998","100","N","N","Y","2","N","1","104          9TH                       LN      98033","104  ","   ","  ","9TH                      ","LN  ","  ","98033"
"563550","1","Flats","1","4","11","885","727","4","3","0","4","4","4","1966","2006","100","N","Y","Y","2","Y","1","731          BROADWAY                          98102","731  ","   ","  ","BROADWAY                 ","    ","  ","98102"
"570863","1","Detached SFR Condo","40","2","40","2831","7000","3","3","60","4","5","3","2016","2017","100","N","N","Y","2","N","1","21008        37TH                      CT   S  ","21008","   ","  ","37TH                     ","CT  ","S ",""
"601350","1","Townhouses","1","2","2","2069","4443","4","3","0","4","5","3","2008","2008","100","N","N","Y","2","N","1","17110     NE 95TH                      ST      98052","17110","   ","NE","95TH                     ","ST  ","  ","98052"
"776280","1","11 Unit Res Condo","1","3","11","1061","2245","3","3","0","4","3","3","2004","2004","100","Y","Y","Y","2","N","1","16528        5TH                       AVE  NE 98155","16528","   ","  ","5TH                      ","AVE ","NE","98155"
"780393","3"," Office Condo with 3rd Floor Res. Condo","1","3","2","2547","0","3","3","0","4","5","3","2012","2012","100","Y"," ","Y","2"," ","1","4310      SW GRAHAM                    ST      98136","4310 ","   ","SW","GRAHAM                   ","ST  ","  ","98136"
"780975","1","FLATS & TOWNHOUSES","1","3","12","1063","858","3","3","0","4","4","4","1979","1993","100","N","Y","Y","2","Y","1","920          5TH                       AVE  N  98109","920  ","   ","  ","5TH                      ","AVE ","N ","98109"
"785663","1","7 Unit Condoiminium","1","4","7","951","871","2","3","0","4","4","3","2003","2003","100","Y","Y","N","2","N","1","3014      NE 145TH                     ST      98155","3014 ","   ","NE","145TH                    ","ST  ","  ","98155"
"785995","1","19 UNIT CONDO","7","2","19","1359","3791","3","3","0","4","5","4","1995","1995","100","N","N","Y","2","N","1","13023        100TH                     AVE  NE 98034","13023","   ","  ","100TH                    ","AVE ","NE","98034"
"786590","1","57 UNIT CONDO","7","2","57","1154","2792","3","3","0","4","5","4","1980","1980","100","N","N","Y","2","N","1","21658        14TH                      AVE  S  98198","21658","   ","  ","14TH                     ","AVE ","S ","98198"
"788860","1","48 UNIT CONDO","1","4","48","1367","1211","5","3","75","4","4","4","1974","1974","100","Y","Y","N","2","N","1","22315        6TH                       AVE  S  98198","22315","   ","  ","6TH                      ","AVE ","S ","98198"
"793870","4","17 TOWNHOMES (30 possible)","6","3","30","1466","1644","4","3","0","4","5","3","2016","2016","100","N","N","Y","2","N","1","","     ","   ","","                         ","","",""
"809170","2","60 UNIT CONDO","5","3","61","930","2111","3","2","18","4","4","3","1968","1992","100","N","N"," ","1","Y","0","1254         WEILAND                   ST      98000","1254 ","   ","  ","WEILAND                  ","ST  ","  ","98000"
"812343","1","10 UNIT","2","2","10","1589","3530","3","3","0","4","4","3","1989","1989","100","N","N","Y","2","Y","1","15307        15TH                      AVE  NE 98155","15307","   ","  ","15TH                     ","AVE ","NE","98155"
"858000","1","3 unit condo","1","3","3","1292","1947","3","3","0","4","6","5","1927","1990","100","N","N","Y","2","Y","1","1012         BELMONT                   AVE  E  98102","1012 ","   ","  ","BELMONT                  ","AVE ","E ","98102"
"858700","1","TOWNHOUSE LAND SITE CONDO","2","2","3","1255","1920","3","3","0","4","4","3","1999","1999","100","N","N","N","2","N","1","2019      E  TERRACE                   ST      98122","2019 ","   ","E ","TERRACE                  ","ST  ","  ","98122"
"860090","1","7 FLAT UNITS","1","5","7","1945","1173","4","4","100","4","8","4","1990","2000","100","Y","Y","Y","2","N","1","1374         ALKI                      AVE  SW 98116","1374 ","   ","  ","ALKI                     ","AVE ","SW","98116"
"860220","1","CONDOMINIUM-6 UNIT","1","2","6","716","1106","3","3","0","4","3","3","1977","1990","100","N","N"," ","1","N","1","3009         3RD                       AVE  W  98119","3009 ","   ","  ","3RD                      ","AVE ","W ","98119"
"863310","4","25 Res Units & 2 Com'l Units","1","3","25","983","728","3","4","0","4","5","3","2002","2002","100","Y","Y","N","2","N","1","12534        15TH                      AVE  NE 98125","12534","   ","  ","15TH                     ","AVE ","NE","98125"
"863700","1","4 UNIT CONDO","1","2","4","1344","1961","4","3","0","4","5","4","1991","1991","100","Y","Y","Y","2","N","1","307          5TH                       AVE     98033","307  ","   ","  ","5TH                      ","AVE ","  ","98033"
"864414","4","GOOD QLTY ACROSS FRM KIRKLAND WF","1","5","13","1711","822","4","4","0","2","7","3","1998","1998","100","Y","Y","Y","2","N","1","210          MARKET                    ST      98033","210  ","   ","  ","MARKET                   ","ST  ","  ","98033"
"867750","1","3 - SFR Complex","3","3","3","2740","7038","4","3","0","4","6","3","2018","2018","100","N","N"," ","2","N","1","18919        16TH                      AVE  NE ","18919","   ","  ","16TH                     ","AVE ","NE",""
"867880","1","Single Family Detached Houses","25","3","25","3127","7525","3","4","0","4","6","3","2014","2014","100","N","N","Y","2","N","1","17325        121ST                     PL   NE 98011","17325","   ","  ","121ST                    ","PL  ","NE","98011"
"872420","1","Flats","1","6","40","675","396","3","3","0","4","5","4","1986","2002","100","Y","Y","N","2","Y","1","14300        32ND                      AVE  NE 98125","14300","   ","  ","32ND                     ","AVE ","NE","98125"
"872590","2","204 UNIT CONDO","10","3","204","1193","1391","5","5","0","3","6","4","1984","2007","100","N","Y"," ","2","N","0","10290     NE 12TH                      ST      98004","10290","   ","NE","12TH                     ","ST  ","  ","98004"
"872685","1","TOWNHOUSES","1","2","4","1012","1199","3","3","0","4","4","4","1981","1981","100","N","N","Y","2","Y","1","25        E  JOHN                      ST      98112","25   ","   ","E ","JOHN                     ","ST  ","  ","98112"
"872725","1","2 TOWNHOUSE UNITS","1","2","2","1435","2022","4","4","0","4","6","4","1985","2001","100","N","N","Y","2","N","1","2152         HALLECK                   AVE  SW 98116","2152 ","   ","  ","HALLECK                  ","AVE ","SW","98116"
"872850","1"," 5 UNIT CONDO","1","2","5","1117","1101","3","3","0","3","6","4","1926","1985","100","N","Y","Y","2","Y","1","2605         FRANKLIN                  AVE  E  98102","2605 ","   ","  ","FRANKLIN                 ","AVE ","E ","98102"
"872990","1","4 FLAT UNITS","1","2","4","932","1400","3","3","0","3","6","4","1926","1985","100","N","Y","Y","2","Y","1","2000         FRANKLIN                  AVE  E  98102","2000 ","   ","  ","FRANKLIN                 ","AVE ","E ","98102"
"885490","1","10 BUILDING-20 CONDOS","11","2","20","1140","5953","3","3","0","4","5","4","1978","1978","100","N","N","Y","2","N","1","1901         M                         ST   NE 98002","1901 ","   ","  ","M                        ","ST  ","NE","98002"
"888120","4","Townhouse","1","3","2","1237","763","3","3","0","4","5","3","2007","2007","100","N","N","Y","2","N","1","4224         FREMONT                   AVE  N  98103","4224 ","   ","  ","FREMONT                  ","AVE ","N ","98103"
"001260","1","8 Unit Condo","4","2","8","1700","4607","3","3","0","4","4","3","2006","2006","100","N","N","Y","2","N","1","2019      NE 9TH                       CT      98056","2019 ","   ","NE","9TH                      ","CT  ","  ","98056"
"024170","5"," ","1","4","56","867","0","4","4","0","2","6","3","2008","2012","100","Y"," ","Y","2","N","0","110          6TH                       AVE  N  ","110  ","   ","  ","6TH                      ","AVE ","N ",""
"024770","1","21 FLAT UNITS","1","4","21","708","970","3","3","0","4","5","5","1957","1988","100","N","Y","N","2","Y","1","330       W  OLYMPIC                   PL      98119","330  ","   ","W ","OLYMPIC                  ","PL  ","  ","98119"
"025321","1","41 FLAT UNITS","1","4","41","642","293","2","3","39","4","4","4","1988","2000","100","Y","Y"," ","2","Y","1","3045         20TH                      AVE  W  98199","3045 ","   ","  ","20TH                     ","AVE ","W ","98199"
"028330","1","94 UNIT CONDO","13","3","94","1116","3413","3","3","0","4","4","3","1980","1985","100","N","N","Y","2","N","1","12905     NE 126TH                     CT      98034","12905","   ","NE","126TH                    ","CT  ","  ","98034"
"029375","1","6 UNIT CONDO","1","2","6","1345","3448","3","4","0","4","5","3","1997","1997","100","N","N","Y","2","N","1","11210        SLATER                    AVE  NE 98033","11210","   ","  ","SLATER                   ","AVE ","NE","98033"
"030055","3","","1","1","3","3035","14500","3","4","0","4","4","3","1990","2000","100"," "," "," ","0"," ","1","1340         8TH                       ST   NE ","1340 ","   ","  ","8TH                      ","ST  ","NE",""
"067100","3"," ","0","0","0","1","0","0","0","0","0","0","0","0","0","0"," "," "," ","0"," ","0","1501         124TH                     AVE  NE 98005","1501 ","   ","  ","124TH                    ","AVE ","NE","98005"
"069980","4","58 Res + 4 com'l units","2","6","62","765","232","2","3","0","3","6","4","1914","1990","100","Y","Y","N","2","Y","1","66           BELL                      ST      98121","66   ","   ","  ","BELL                     ","ST  ","  ","98121"
"074750","1","6 UNIT CONDO","1","3","6","928","833","3","3","0","4","4","3","1994","1994","100","N","Y","Y","2","N","1","1747      NW 58TH                      ST      98107","1747 ","   ","NW","58TH                     ","ST  ","  ","98107"
"080820","1","4 Det SFR's","4","2","4","2315","7441","3","3","0","4","5","3","2008","2009","100","N","N","Y","2","N","1","1849      N  203RD                     ST      ","1849 ","   ","N ","203RD                    ","ST  ","  ",""
"085200","1","2 Townhouse Condo","1","2","2","1033","4213","3","3","0","4","3","4","1987","1987","100","N","N","N","0","Y","1","727          BLAKE                     ST      98022","727  ","   ","  ","BLAKE                    ","ST  ","  ","98022"
"098300","1","56 CONDO UNITS","18","3","56","1834","7320","2","4","0","4","5","3","1998","1998","100","N","N","Y","2","N","1","12224     NE 24TH                      ST      98005","12224","   ","NE","24TH                     ","ST  ","  ","98005"
"114210","1","Flats","1","3","4","879","1063","3","3","0","4","4","3","1990","1990","100","N","Y","N","2","N","1","5261         BROOKLYN                  AVE  NE 98105","5261 ","   ","  ","BROOKLYN                 ","AVE ","NE","98105"
"116520","4","28 Res&2 Com Condo ","1","8","28","1148","482","3","4","0","4","5","3","2003","2003","100","Y","Y","Y","2","N","1","5016         CALIFORNIA                AVE  SW 98136","5016 ","   ","  ","CALIFORNIA               ","AVE ","SW","98136"
"127515","5"," ","1","6","94","343","6720","2","2","0","2","4","0","1915","1973","100","N","N"," ","1","Y","0","","     ","   ","","                         ","","",""
"131105","1","FLATS","1","2","16","789","901","3","3","0","4","4","4","1953","1987","100","N","N","N","1","Y","1","501       E  HARRISON                  ST      98102","501  ","   ","E ","HARRISON                 ","ST  ","  ","98102"
"140160","1","4 FLATS + 28 GARAGES","4","2","32","989","570","4","3","0","4","5","3","2005","2005","100","N","N","N","2","N","1","2550      NE JULEP                     ST      98029","2550 ","   ","NE","JULEP                    ","ST  ","  ","98029"
"149360","3"," ","1","2","11","1730","4156","3","3","0","4","4","0","1990","1990","100","Y","Y"," ","1","Y","0","2101      E  YESLER                    WAY     98122","2101 ","   ","E ","YESLER                   ","WAY ","  ","98122"
"159400","1","18 UNIT CONDO","1","4","18","1073","700","3","3","0","4","5","4","1989","1997","100","Y","Y","Y","2","N","1","2040         13TH                      AVE  W  98119","2040 ","   ","  ","13TH                     ","AVE ","W ","98119"
"159475","1"," ","1","3","5","1120","1100","2","3","0","4","6","4","1994","1994","100","Y","Y","Y","2","N","1","2713         BOYLSTON                  AVE  E  98102","2713 ","   ","  ","BOYLSTON                 ","AVE ","E ","98102"
"159500","1","9 UNIT CONDO","1","4","9","1145","1390","4","3","100","4","5","4","1982","1995","100","Y","Y","Y","2","N","1","2514      N  PACIFIC                   ST      98103","2514 ","   ","N ","PACIFIC                  ","ST  ","  ","98103"
"165570","1","12 unit condo","6","2","12","1041","7468","3","3","0","4","4","3","2001","2001","100","N","N","N","2","N","2","6803         136TH                     AVE  SE 98059","6803 ","   ","  ","136TH                    ","AVE ","SE","98059"
"173480","4","203 Res + 3 Coml condo","2","13","206","850","127","3","4","0","2","6","3","1999","1999","100","Y","Y","Y","2","N","1","2929         1ST                       AVE     98121","2929 ","   ","  ","1ST                      ","AVE ","  ","98121"
"174995","1","AFFORDABLE HOUSING UNITS","2","2","12","1499","4176","3","3","0","4","3","3","2009","2009","100","N","N","N","2","N","1","7026      NE 182ND                     ST      98028","7026 ","   ","NE","182ND                    ","ST  ","  ","98028"
"178460","5","3 RES UNITS + 1 COML UNIT","1","5","3","1774","885","3","3","33","1","6","3","2003","2011","100","Y","Y"," ","2","N","1","424          QUEEN ANNE                AVE  N  98109","424  ","   ","  ","QUEEN ANNE               ","AVE ","N ","98109"
"179596","1","FLATS","2","3","25","1040","1722","3","3","0","4","4","3","1990","1992","100","N","N","Y","2","Y","1","8805         166TH                     AVE  NE 98052","8805 ","   ","  ","166TH                    ","AVE ","NE","98052"
"180160","1","Remodeled SFR & New Imp Built in 2008","2","2","2","1945","3602","3","4","0","4","5","5","1900","2002","100","N","N","Y","2","Y","1","18726        103RD                     AVE  NE 98011","18726","   ","  ","103RD                    ","AVE ","NE","98011"
"609450","1","76 RES UNIT AIR NIGHTS CONDO","1","13","76","1024","234","4","4","0","2","6","4","1985","1985","100","Y","Y"," ","2","N","3","98           UNION                     ST      98101","98   ","   ","  ","UNION                    ","ST  ","  ","98101"
"614790","4","38 UNIT CONDO&2 COMMERCIAL UNITS","1","4","38","1209","848","4","4","0","4","6","4","1993","1993","100","Y","Y","Y","2","N","1","3300         MERIDIAN                  AVE  N  98103","3300 ","   ","  ","MERIDIAN                 ","AVE ","N ","98103"
"634540","1","5 FLAT UNITS & 1 STORAGE UNIT","2","3","5","1092","1025","4","3","0","4","5","3","1997","1997","100","N","N","Y","2","N","1","2443         55TH                      AVE  SW 98116","2443 ","   ","  ","55TH                     ","AVE ","SW","98116"
"638610","1","18 UNIT CONDO","1","3","18","769","655","3","3","0","4","4","4","1968","1968","100","Y","Y","N","1","Y","1","6110         24TH                      AVE  NW 98107","6110 ","   ","  ","24TH                     ","AVE ","NW","98107"
"639137","1","Townhouses","1","2","2","1995","3599","4","3","0","4","5","3","2009","2009","100","N","N","Y","2","N","1","10304        163RD                     AVE  NE 98052","10304","   ","  ","163RD                    ","AVE ","NE","98052"
"639138","1","Flats","2","1","2","1195","4749","3","3","0","4","4","3","1945","1945","100","N","N","N","2","N","1","17558        12TH                      AVE  NE 98155","17558","   ","  ","12TH                     ","AVE ","NE","98155"
"639170","1","2 unit condo","1","2","2","1046","4012","3","3","0","4","3","3","1981","1981","100","N","N","Y","2","Y","1","12710        100TH                     AVE  NE 98034","12710","   ","  ","100TH                    ","AVE ","NE","98034"
"644165","1","40 Unit Flat","4","3","40","1007","2103","3","3","0","4","4","3","2005","2005","100","N","N","N","2","N","1","1957         23RD                      PL   NE 98029","1957 ","   ","  ","23RD                     ","PL  ","NE","98029"
"662110","1","6 FLAT UNITS","1","3","6","1118","1000","3","3","0","4","5","3","1990","1995","100","N","Y"," ","2","N","1","3622         14TH                      AVE  W  98119","3622 ","   ","  ","14TH                     ","AVE ","W ","98119"
"663310","1","CONDO","1","4","6","2024","1148","3","3","0","4","6","4","1990","2000","100","Y","Y"," ","2","N","1","520          GALER                     ST      98109","520  ","   ","  ","GALER                    ","ST  ","  ","98109"
"664190","1","9 unit condo","1","4","9","1136","935","4","4","0","4","6","4","1922","1987","100","N","Y","Y","2","Y","1","921          11TH                      AVE  E  98102","921  ","   ","  ","11TH                     ","AVE ","E ","98102"
"664270","1","Flats & Townhouses","5","3","28","1108","2406","4","3","0","4","4","3","1986","1986","100","N","N","Y","2","N","1","402          4TH                       AVE     98033","402  ","   ","  ","4TH                      ","AVE ","  ","98033"
"664820","1","15 FLATS+12 OPEN PKG SPACES","1","3","15","706","960","4","3","0","4","4","4","1959","1985","100","N","N","N","1","Y","1","1616         41ST                      AVE  E  98112","1616 ","   ","  ","41ST                     ","AVE ","E ","98112"
"666913","1","58 UNIT CONDOMINIUM","11","2","58","1166","2861","3","3","0","4","4","4","1980","1980","100","N","N","Y","2","N","1","12400        74TH                      AVE  S  98178","12400","   ","  ","74TH                     ","AVE ","S ","98178"
"666921","1","20 UNIT CONDO","10","2","20","1654","5173","4","4","0","4","4","3","1996","1996","100","N","N"," ","2","N","1","4708      NE 18TH                      PL      98059","4708 ","   ","NE","18TH                     ","PL  ","  ","98059"
"678090","1","28 C0NDO UNITS","1","4","28","710","365","5","4","80","4","4","4","1956","1985","100","Y","Y","Y","2","Y","1","334          LAKESIDE                  AVE  S  98144","334  ","   ","  ","LAKESIDE                 ","AVE ","S ","98144"
"679180","1","11 UNIT CONDO","2","2","11","1241","1818","3","3","0","4","4","3","1986","1986","100","N","N","Y","2","N","1","1572      NE 177TH                     ST      98155","1572 ","   ","NE","177TH                    ","ST  ","  ","98155"
"681786","4","ResFlats,3 Comm ","1","6","81","770","320","3","3","22","3","5","4","1993","2005","100","Y","Y","Y","2","N","1","1711      E  OLIVE                     WAY     98102","1711 ","   ","E ","OLIVE                    ","WAY ","  ","98102"
"681790","1","22 FLATS + 2 TOWNHOUSES","1","7","24","1314","592","3","2","0","2","5","3","1970","1984","100","Y","Y","Y","2","N","1","1001         QUEEN ANNE                AVE  N  98109","1001 ","   ","  ","QUEEN ANNE               ","AVE ","N ","98109"
"683774","1","16 UNITS, FLATS & TOWNHOUSES","1","6","16","1913","859","4","4","100","2","8","3","1998","1998","100","Y","Y","Y","2","N","1","1005         HARBOR                    AVE  SW 98116","1005 ","   ","  ","HARBOR                   ","AVE ","SW","98116"
"683820","1","6 UNIT CONDOMINIUM","1","3","6","677","917","4","3","0","4","4","4","1957","1964","100","N","Y","N","1","Y","1","125          3RD                       AVE     98033","125  ","   ","  ","3RD                      ","AVE ","  ","98033"
"690880","1","DUPLEX CONVERTED TO 2 UNIT CONDO","1","2","2","1201","2000","4","4","0","4","6","5","1900","1986","100","N","Y","Y","2","Y","1","525       W  PROSPECT                  ST      ","525  ","   ","W ","PROSPECT                 ","ST  ","  ",""
"701570","1","Townhouses","1","2","4","1121","0","3","3","0","4","4","4","1976","2000","100","N","N","N","2","Y","1","1430         QUEEN                     AVE  NE 98056","1430 ","   ","  ","QUEEN                    ","AVE ","NE","98056"
"717060","1","Flats","1","3","16","1062","827","3","3","0","4","4","4","1978","1982","100","Y","Y","Y","2","N","1","2211      NE 54TH                      ST      98105","2211 ","   ","NE","54TH                     ","ST  ","  ","98105"
"717350","5","CONVERTED GRADE SCHOOL","2","3","2","7750","0","3","3","0","3","6","0","1911","1979","100","Y","Y"," ","1","Y","0","6545         RAVENNA                   AVE  NE 98115","6545 ","   ","  ","RAVENNA                  ","AVE ","NE","98115"
"721575","4","34 RES UNITS & 3 COML UNITS","1","3","34","772","706","3","3","0","4","4","4","1978","1994","100","Y","Y","Y","2","Y","1","810          TAYLOR                    AVE  N  98109","810  ","   ","  ","TAYLOR                   ","AVE ","N ","98109"
"722240","1","6 unit condo","3","2","6","1403","4603","4","4","0","4","5","3","1999","1999","100","N","N","N","2","N","1","4114      NE 14TH                      PL      98059","4114 ","   ","NE","14TH                     ","PL  ","  ","98059"
"144625","3","2UNIT COMMERCIAL CONDO(OPEN SPAC","2","1","2","4500","24460","3","3","0","4","4","0","1979","1979","100","N","N"," ","0"," ","0","2285         116TH                     AVE  NE 98004","2285 ","   ","  ","116TH                    ","AVE ","NE","98004"
"147350","1","157 of 226 units (FLATS)","24","2","226","1172","1888","4","4","0","4","5","4","1985","1985","100","N","Y","Y","2","N","1","4051         PROVIDENCE POINT          DR   SE 98029","4051 ","   ","  ","PROVIDENCE POINT         ","DR  ","SE","98029"
"149400","4","4 units condo 2 comm.","1","3","4","1634","1213","3","4","0","4","6","5","1922","2000","100","N","Y","N","0","Y","1","1831         12TH                      AVE  E  98122","1831 ","   ","  ","12TH                     ","AVE ","E ","98122"
"159205","1","16 RES CONDO","1","4","16","1147","638","3","4","0","4","5","4","1986","1986","100","Y","Y","Y","2","N","1","722       N  85TH                      ST      98103","722  ","   ","N ","85TH                     ","ST  ","  ","98103"
"170300","1","FLATS","1","3","12","765","666","3","3","0","4","4","4","1981","1981","100","Y","Y","Y","2","N","1","1601      E  COLUMBIA                  ST      98122","1601 ","   ","E ","COLUMBIA                 ","ST  ","  ","98122"
"173500","1","FLATS & TH","9","2","64","960","2805","3","3","0","4","4","4","1982","1982","100","N","N","Y","2","N","1","12300     SE 41ST                      LN      98006","12300","   ","SE","41ST                     ","LN  ","  ","98006"
"174820","4","Flats","1","5","56","697","287","3","3","0","4","5","3","1989","2006","100","Y","Y","Y","2","Y","1","8745         GREENWOOD                 AVE  N  98103","8745 ","   ","  ","GREENWOOD                ","AVE ","N ","98103"
"179160","1","TOWNHOUSES","3","2","8","1279","2016","4","3","0","4","5","5","1958","1999","100","N","N","Y","2","N","1","3610         36TH                      AVE  S  98144","3610 ","   ","  ","36TH                     ","AVE ","S ","98144"
"214200","1","37 unit condo","9","2","37","1347","3089","3","3","0","4","5","4","1979","1979","100","N","N","Y","2","N","1","1633         EAGLE RIDGE               DR   S  98055","1633 ","   ","  ","EAGLE RIDGE              ","DR  ","S ","98055"
"220850","1","10 CONDO UNITS","2","3","10","1600","1230","3","3","0","4","5","5","1921","1984","100","N","Y","Y","2","Y","1","2225         EASTLAKE                  AVE  E  98102","2225 ","   ","  ","EASTLAKE                 ","AVE ","E ","98102"
"242480","1","88 UNIT CONDOMINIUM","11","2","88","1012","2294","3","3","0","4","3","4","1979","1990","100","N","N","Y","2","N","1","12004        SLATER                    AVE  NE 98034","12004","   ","  ","SLATER                   ","AVE ","NE","98034"
"257022","1","22 UNIT CONDO","1","5","22","1895","1000","4","3","0","4","6","3","1998","1998","100","Y","Y","Y","2","N","1","520          6TH                       AVE     98033","520  ","   ","  ","6TH                      ","AVE ","  ","98033"
"258940","1","FLATS & TOWNHOUSES","6","2","38","1550","7813","3","3","0","4","4","4","1968","1989","100","N","Y","Y","2","N","1","17050        NORTHUP                   WAY     98008","17050","   ","  ","NORTHUP                  ","WAY ","  ","98008"
"259590","1","34 Unit Condo","2","2","34","737","2412","3","3","0","4","3","3","1977","1977","100","N","N","N","2","N","1","1003      S  308TH                     ST      98003","1003 ","   ","S ","308TH                    ","ST  ","  ","98003"
