,SalePrice,year,ZipCode
80,1650000,2016,98112.0
81,610000,2016,98103.0
82,290000,2016,98118.0
83,955000,2017,98107.0
84,663000,2017,98103.0
85,714000,2016,98115.0
86,585000,2016,98115.0
87,355000,2016,98109.0
88,639990,2017,98116.0
89,705000,2017,98107.0
90,550000,2017,98126.0
91,632000,2016,98103.0
92,1316000,2017,98115.0
93,757000,2017,98115.0
94,394000,2016,98118.0
95,1207100,2017,98115.0
96,705000,2017,98126.0
97,770000,2017,98125.0
98,1049000,2016,98121.0
99,701950,2016,98112.0
100,1100000,2016,98105.0
101,460000,2016,98133.0
102,840000,2016,98126.0
103,680000,2017,98107.0
104,754265,2016,98115.0
105,1350000,2017,98118.0
106,695000,2016,98116.0
107,365000,2016,98133.0
108,729000,2017,98115.0
109,795000,2017,98115.0
110,648000,2017,98133.0
111,475000,2017,98126.0
112,452000,2016,98117.0
113,635000,2016,98122.0
114,463000,2016,98112.0
115,885000,2017,98103.0
116,750000,2017,98103.0
117,2550000,2017,98112.0
118,945000,2016,98117.0
119,700000,2017,98117.0
120,1162000,2016,98109.0
121,930000,2017,98115.0
122,517000,2012,98122.0
123,450000,2017,98133.0
124,120000,2016,98118.0
125,485000,2017,98104.0
126,343000,2016,98126.0
127,855000,2017,98105.0
128,812000,2016,98117.0
129,267000,2017,98118.0
130,685000,2017,98125.0
131,413000,2017,98126.0
132,658000,2017,98118.0
133,510000,2016,98133.0
134,684500,2016,98118.0
135,700000,2016,98125.0
136,450000,2017,98103.0
137,553000,2017,98126.0
138,515000,2017,98118.0
139,1625000,2017,98117.0
140,780000,2016,98115.0
141,10,2017,98118.0
142,350000,2017,98107.0
143,421000,2016,98117.0
144,564400,2017,98133.0
145,265000,2017,98115.0
146,630000,2016,98107.0
147,665000,2016,98102.0
148,910000,2017,98118.0
149,432000,2017,98115.0
150,2200000,2017,98105.0
151,965000,2017,98109.0
152,1260000,2016,98107.0
153,240000,2017,98133.0
154,1467378,2017,98116.0
155,303500,2016,98109.0
156,575000,2017,98102.0
157,670000,2016,98112.0
158,520000,2017,98118.0
159,415000,2016,98121.0
160,435000,2016,98133.0
161,221500,2017,98103.0
162,532000,2017,98133.0
163,690000,2016,98133.0
164,795950,2017,98117.0
165,659990,2017,98116.0
166,399000,2017,98118.0
167,1460000,2017,98115.0
168,366000,2016,98107.0
169,625000,2016,98126.0
170,1000000,2017,98105.0
171,746800,2017,98117.0
172,692500,2017,98103.0
173,750000,2017,98112.0
174,575000,2016,98115.0
175,840775,2017,98117.0
176,377300,2017,98126.0
177,2300000,2017,98109.0
178,800000,2017,98116.0
179,270000,2017,98109.0
180,356800,2016,98126.0
181,385000,2016,98117.0
182,200000,2017,98116.0
183,1388000,2017,98118.0
184,530000,2016,98103.0
185,783000,2016,98117.0
186,400177,2017,98112.0
187,490000,2016,98118.0
188,900000,2017,98105.0
189,1300000,2016,98112.0
190,625000,2016,98133.0
191,800000,2017,98117.0
192,875000,2016,98133.0
193,670000,2016,98125.0
194,705000,2017,98125.0
195,261000,2017,98115.0
196,938000,2017,98116.0
197,1300000,2017,98117.0
198,400000,2016,98117.0
199,890000,2017,98102.0
200,299950,2017,98125.0
201,281700,2016,98116.0
202,824000,2017,98122.0
203,845000,2017,98103.0
204,1450000,2017,98118.0
205,516000,2017,98126.0
206,715000,2016,98116.0
207,506000,2017,98133.0
208,625000,2017,98122.0
209,315000,2016,98126.0
210,670000,2016,98107.0
211,1315000,2017,98105.0
212,315000,2016,98103.0
213,406500,2017,98112.0
214,370000,2017,98118.0
215,475000,2017,98105.0
216,400000,2016,98118.0
217,769000,2017,98117.0
218,344640,2016,98107.0
219,467000,2017,98133.0
220,740000,2017,98107.0
221,640000,2017,98107.0
222,827500,2017,98117.0
223,570000,2017,98125.0
224,850000,2017,98103.0
225,485000,2016,98118.0
226,1275000,2016,98107.0
227,739500,2017,98115.0
228,285000,2017,98122.0
229,380000,2016,98133.0
230,1225000,2017,98112.0
231,1030000,2016,98112.0
232,350000,2017,98118.0
233,1500000,2016,98116.0
234,1500000,2017,98118.0
235,655000,2017,98133.0
236,425000,2016,98118.0
237,700000,2017,98107.0
238,615100,2016,98133.0
239,588000,2016,98126.0
240,885000,2016,98103.0
241,566000,2017,98126.0
242,290000,2016,98125.0
243,580000,2017,98126.0
244,642000,2017,98103.0
245,625000,2016,98115.0
246,725000,2016,98109.0
247,430000,2017,98102.0
248,392500,2017,98126.0
249,508000,2016,98103.0
250,580000,2017,98117.0
251,575000,2016,98102.0
252,660000,2016,98102.0
253,442000,2016,98125.0
254,614000,2017,98116.0
255,779950,2016,98116.0
256,615000,2017,98125.0
257,619000,2016,98125.0
258,2195000,2017,98122.0
259,1650000,2016,98102.0
260,900000,2016,98105.0
261,602000,2017,98103.0
262,746000,2017,98115.0
263,746000,2017,98115.0
264,1550000,2017,98105.0
265,762000,2017,98118.0
266,218500,2013,98122.0
267,745000,2016,98117.0
268,710000,2016,98115.0
269,392500,2016,98115.0
270,630500,2017,98103.0
271,289500,2017,98105.0
272,520000,2014,98102.0
273,570000,2017,98101.0
274,713000,2017,98112.0
275,730800,2016,98115.0
276,825000,2016,98125.0
277,1375000,2017,98107.0
278,903000,2017,98107.0
279,831600,2017,98115.0
280,825000,2017,98116.0
281,750000,2017,98105.0
282,725000,2016,98103.0
283,509950,2016,98102.0
284,190000,2016,98133.0
285,745000,2017,98117.0
286,1865000,2016,98115.0
287,470000,2016,98133.0
288,690000,2017,98117.0
289,195000,2017,98118.0
290,410000,2016,98133.0
291,429000,2016,98133.0
292,751000,2017,98117.0
293,515000,2016,98118.0
294,290000,2017,98125.0
295,505000,2016,98125.0
296,495000,2016,98133.0
297,415000,2016,98121.0
298,650000,2016,98115.0
299,720000,2017,98103.0
300,560000,2016,98116.0
301,455000,2017,98125.0
302,400000,2017,98133.0
303,619990,2016,98116.0
304,518000,2017,98105.0
305,720000,2016,98109.0
306,675000,2017,98117.0
307,260000,2016,98103.0
308,1075000,2016,98103.0
309,720000,2016,98122.0
310,20000,2013,98107.0
311,555000,2016,98101.0
312,1050000,2016,98105.0
313,1165000,2017,98109.0
314,712000,2017,98125.0
315,799900,2016,98133.0
316,471500,2017,98133.0
317,615000,2017,98115.0
318,296000,2016,98122.0
319,500000,2017,98118.0
320,358000,2016,98118.0
321,416000,2016,98125.0
322,528000,2017,98133.0
323,595000,2017,98105.0
324,877000,2017,98107.0
325,580000,2017,98116.0
326,500000,2016,98103.0
327,985000,2017,98115.0
328,800000,2017,98117.0
329,915000,2016,98107.0
330,649999,2016,98116.0
331,807000,2017,98116.0
332,625000,2016,98103.0
333,410000,2016,98133.0
334,390000,2016,98118.0
335,1050000,2017,98115.0
336,424475,2015,98117.0
337,2565000,2017,98112.0
338,589400,2017,98122.0
339,549950,2017,98126.0
340,600000,2017,98109.0
341,900000,2017,98107.0
342,637000,2017,98117.0
343,820000,2017,98122.0
344,448000,2017,98103.0
345,335000,2017,98118.0
346,700000,2017,98116.0
347,630001,2016,98107.0
348,712000,2017,98115.0
349,865000,2017,98118.0
350,975000,2017,98115.0
351,690000,2017,98121.0
352,675000,2017,98125.0
353,689888,2016,98101.0
354,401000,2016,98125.0
355,310000,2017,98103.0
356,867500,2016,98105.0
357,180000,2017,98118.0
358,585000,2016,98117.0
359,350000,2016,98121.0
360,1025000,2017,98112.0
361,453500,2016,98103.0
362,1035000,2016,98122.0
363,578500,2017,98133.0
364,425000,2016,98125.0
365,639000,2017,98116.0
366,800000,2016,98115.0
367,690000,2016,98103.0
368,300000,2017,98104.0
369,495000,2017,98121.0
370,384950,2016,98126.0
371,1359100,2016,98121.0
372,654250,2017,98107.0
373,351206,2017,98107.0
374,2200000,2017,98116.0
375,700000,2016,98109.0
376,234000,2017,98115.0
377,272000,2016,98126.0
378,670000,2016,98115.0
379,1025000,2016,98117.0
380,331100,2017,98115.0
381,505000,2016,98126.0
382,610000,2017,98117.0
383,1115000,2016,98116.0
384,253500,2017,98118.0
385,726500,2017,98103.0
386,255000,2017,98122.0
387,790000,2017,98107.0
388,1450000,2016,98115.0
389,640000,2016,98107.0
390,527206,2016,98126.0
391,862000,2016,98115.0
392,599000,2016,98116.0
393,495000,2016,98126.0
394,1050000,2016,98116.0
395,3000,2013,98133.0
396,539990,2017,98133.0
397,540000,2016,98125.0
398,603500,2016,98126.0
399,442500,2017,98126.0
400,701000,2017,98115.0
401,1260000,2017,98115.0
402,605000,2017,98118.0
403,935000,2016,98103.0
404,725000,2017,98121.0
405,1271000,2017,98116.0
406,550000,2017,98116.0
407,890000,2017,98116.0
408,491550,2017,98109.0
409,169500,2016,98133.0
410,650000,2017,98118.0
411,1510000,2017,98101.0
412,575000,2016,98117.0
413,477000,2017,98133.0
414,1180000,2017,98102.0
415,308000,2017,98102.0
416,625000,2016,98133.0
417,648500,2016,98109.0
418,390000,2016,98122.0
419,1150000,2017,98112.0
420,660000,2017,98109.0
421,471250,2016,98103.0
422,560000,2016,98118.0
423,625000,2017,98109.0
424,540000,2016,98117.0
425,507000,2016,98103.0
426,2597000,2017,98101.0
427,364000,2016,98103.0
428,310000,2016,98133.0
429,885000,2016,98116.0
430,740000,2017,98133.0
431,740000,2016,98103.0
432,760000,2017,98122.0
433,800000,2017,98116.0
434,255000,2017,98133.0
435,715000,2017,98125.0
436,910000,2017,98115.0
437,552500,2016,98107.0
438,386000,2016,98105.0
439,838000,2016,98109.0
440,700000,2016,98117.0
441,1800000,2017,98112.0
442,370000,2017,98118.0
443,735000,2017,98107.0
444,989000,2017,98107.0
445,679950,2017,98117.0
446,550000,2016,98116.0
447,820000,2016,98122.0
448,480000,2016,98121.0
449,800000,2017,98102.0
450,601000,2017,98125.0
451,212000,2016,98115.0
452,440000,2017,98116.0
453,710000,2016,98118.0
454,305000,2016,98109.0
455,860000,2017,98115.0
456,620000,2017,98107.0
457,350000,2016,98117.0
458,467600,2016,98103.0
459,383000,2016,98126.0
460,785000,2017,98115.0
461,280000,2016,98122.0
462,231000,2016,98133.0
463,840000,2017,98107.0
464,402000,2016,98133.0
465,698000,2016,98121.0
466,650000,2017,98103.0
467,945000,2017,98122.0
468,130000,2017,98115.0
469,277000,2017,98133.0
470,319950,2016,98118.0
471,580000,2016,98115.0
472,899950,2017,98107.0
473,325000,2017,98103.0
474,900000,2017,98116.0
475,556000,2016,98102.0
476,692500,2017,98126.0
477,670000,2016,98103.0
478,485000,2016,98122.0
479,612070,2016,98103.0
480,650000,2017,98109.0
481,645000,2017,98133.0
482,600000,2017,98133.0
483,448000,2017,98105.0
484,895000,2017,98102.0
485,1165000,2017,98103.0
486,705000,2017,98103.0
487,676000,2016,98118.0
488,387000,2017,98116.0
489,175000,2016,98115.0
490,950000,2016,98121.0
491,910200,2016,98117.0
492,485000,2016,98118.0
493,630000,2016,98107.0
494,475000,2016,98117.0
495,1220000,2017,98103.0
496,770000,2017,98117.0
497,755000,2016,98115.0
498,548000,2017,98133.0
499,370000,2017,98103.0
500,285000,2016,98118.0
501,640000,2017,98101.0
502,265000,2016,98118.0
503,665000,2017,98118.0
504,449000,2017,98125.0
505,270000,2017,98125.0
506,665000,2017,98116.0
507,633550,2017,98122.0
508,715000,2017,98109.0
509,880000,2017,98116.0
510,344950,2016,98126.0
511,1125000,2016,98109.0
512,1195000,2016,98103.0
513,850000,2017,98118.0
514,1255000,2016,98112.0
515,560000,2017,98125.0
516,794950,2017,98122.0
517,555000,2017,98125.0
518,695000,2017,98121.0
519,1225600,2016,98121.0
520,570000,2017,98125.0
521,659990,2017,98116.0
522,520000,2017,98105.0
523,325920,2016,98101.0
524,640000,2017,98103.0
525,1070000,2017,98109.0
526,381500,2016,98107.0
527,600000,2017,98104.0
528,800000,2017,98115.0
529,702500,2017,98125.0
530,350000,2017,98126.0
531,500000,2017,98125.0
532,799999,2017,98105.0
533,515000,2017,98125.0
534,497000,2016,98116.0
535,530000,2017,98126.0
536,315000,2016,98109.0
537,425000,2017,98118.0
538,375000,2016,98104.0
539,350000,2017,98125.0
540,430000,2016,98102.0
541,765000,2017,98103.0
542,850000,2016,98103.0
543,829000,2017,98107.0
544,630000,2017,98116.0
545,895000,2017,98105.0
546,316875,2016,98104.0
547,565000,2017,98125.0
548,525000,2016,98125.0
549,475000,2016,98133.0
550,427500,2016,98133.0
551,1385000,2017,98105.0
552,1158400,2017,98103.0
553,1290000,2016,98122.0
554,636000,2017,98133.0
555,980000,2017,98103.0
556,950000,2017,98115.0
557,317000,2016,98121.0
558,499000,2016,98118.0
559,210500,2017,98115.0
560,591000,2016,98116.0
561,679000,2017,98117.0
562,982000,2017,98105.0
563,360000,2016,98125.0
564,1050000,2017,98102.0
565,899500,2017,98105.0
566,790000,2016,98115.0
567,405000,2016,98126.0
568,699900,2017,98118.0
569,520000,2017,98115.0
570,575000,2016,98109.0
571,608000,2016,98112.0
572,1000000,2017,98122.0
573,645000,2017,98122.0
574,749950,2016,98115.0
575,738500,2016,98105.0
576,821250,2017,98105.0
577,775000,2017,98115.0
578,825000,2017,98115.0
579,1233000,2017,98112.0
580,745000,2017,98103.0
581,410000,2016,98117.0
582,10,2017,98107.0
583,1400000,2017,98122.0
584,25000,2017,98103.0
585,405000,2016,98133.0
586,453000,2016,98133.0
587,699880,2016,98117.0
588,645222,2017,98103.0
589,400000,2017,98125.0
590,550000,2017,98116.0
591,705000,2017,98116.0
592,440000,2017,98109.0
593,490000,2016,98133.0
594,825000,2017,98107.0
595,580000,2017,98109.0
596,1150000,2017,98115.0
597,730000,2016,98115.0
598,260000,2016,98112.0
599,634902,2017,98112.0
600,658000,2016,98118.0
601,820000,2016,98125.0
602,340000,2016,98118.0
603,555000,2017,98103.0
604,519000,2016,98133.0
605,295000,2016,98118.0
606,254100,2016,98133.0
607,385000,2016,98125.0
608,470000,2017,98118.0
609,365000,2017,98118.0
610,2975000,2017,98102.0
611,390000,2017,98118.0
612,545000,2017,98125.0
613,504500,2017,98125.0
614,470000,2017,98105.0
615,500000,2016,98133.0
616,463000,2016,98103.0
617,410000,2017,98115.0
618,690000,2016,98118.0
619,490000,2016,98109.0
620,697000,2017,98105.0
621,520000,2016,98122.0
622,1013000,2017,98116.0
623,900000,2016,98117.0
624,775000,2016,98107.0
625,250000,2017,98117.0
626,1885000,2016,98105.0
627,500000,2016,98103.0
628,433000,2016,98115.0
629,651000,2016,98102.0
630,1638000,2017,98115.0
631,1173900,2017,98116.0
632,1100000,2017,98115.0
633,870000,2016,98126.0
634,460000,2017,98126.0
635,390000,2017,98125.0
636,325000,2016,98109.0
637,645000,2017,98115.0
638,2950000,2017,98109.0
639,711000,2016,98115.0
640,1300000,2017,98117.0
641,476000,2016,98115.0
642,305000,2017,98102.0
643,454950,2016,98126.0
644,850000,2016,98133.0
645,375000,2017,98133.0
646,350000,2016,98126.0
647,735000,2017,98105.0
648,480000,2016,98118.0
649,312000,2017,98133.0
650,925000,2017,98133.0
651,2595000,2017,98112.0
652,400000,2016,98115.0
653,885000,2017,98107.0
654,635000,2016,98117.0
655,475000,2016,98109.0
656,10,2017,98117.0
657,569500,2016,98125.0
658,760000,2016,98122.0
659,645000,2016,98107.0
660,440000,2017,98125.0
661,1580000,2017,98105.0
662,640000,2017,98102.0
663,995000,2017,98103.0
664,1000000,2017,98105.0
665,460000,2016,98125.0
666,407000,2017,98126.0
667,579950,2016,98116.0
668,786422,2017,98105.0
669,262000,2016,98107.0
670,1040000,2016,98112.0
671,550000,2017,98115.0
672,705000,2017,98115.0
673,226990,2017,98133.0
674,651000,2016,98107.0
675,1265000,2017,98107.0
676,475000,2017,98133.0
677,549000,2016,98133.0
678,875000,2016,98118.0
679,765000,2016,98109.0
680,400000,2017,98125.0
681,551000,2016,98101.0
682,405000,2017,98133.0
683,517693,2016,98107.0
684,960000,2017,98109.0
685,468400,2017,98107.0
686,560000,2017,98126.0
687,754800,2017,98107.0
688,418500,2016,98125.0
689,505000,2016,98133.0
690,475000,2016,98101.0
691,1079500,2016,98115.0
692,675000,2017,98122.0
693,1299700,2017,98103.0
694,985000,2017,98133.0
695,380000,2016,98102.0
696,446000,2017,98126.0
697,734000,2016,98126.0
698,460000,2017,98125.0
699,850000,2017,98103.0
700,948000,2017,98122.0
701,1275550,2017,98103.0
702,165000,2016,98126.0
703,535000,2016,98125.0
704,999000,2017,98105.0
705,299950,2016,98133.0
706,1200000,2017,98125.0
707,1300000,2016,98109.0
708,808250,2017,98105.0
709,280000,2017,98104.0
710,300000,2016,98115.0
711,465000,2016,98117.0
712,585000,2017,98107.0
713,450000,2016,98102.0
714,1215200,2017,98118.0
715,872500,2017,98115.0
716,100000,2017,98103.0
717,640000,2016,98102.0
718,855000,2017,98115.0
719,560000,2017,98125.0
720,495000,2016,98126.0
721,360000,2016,98107.0
722,379950,2016,98118.0
723,326000,2017,98104.0
724,551206,2017,98126.0
725,1988000,2017,98105.0
726,689000,2016,98121.0
727,655000,2017,98117.0
728,306000,2016,98112.0
729,316000,2017,98125.0
730,1100000,2016,98126.0
731,850000,2016,98107.0
732,510750,2017,98115.0
733,855000,2017,98107.0
734,494000,2017,98126.0
735,539000,2016,98112.0
736,390000,2017,98102.0
737,288500,2016,98118.0
738,1229000,2016,98121.0
739,798000,2017,98105.0
740,260000,2017,98103.0
741,309500,2016,98109.0
742,610000,2017,98133.0
743,440000,2017,98102.0
744,320000,2017,98115.0
745,520000,2016,98133.0
746,615000,2016,98125.0
747,344600,2016,98133.0
748,605000,2017,98107.0
749,978206,2017,98105.0
750,385000,2016,98101.0
751,560000,2016,98117.0
752,860000,2016,98133.0
753,900000,2016,98107.0
754,200000,2017,98133.0
755,700000,2017,98121.0
756,651500,2017,98103.0
757,320000,2016,98118.0
758,440000,2017,98118.0
759,575000,2017,98115.0
760,851000,2016,98103.0
761,300000,2017,98122.0
762,841000,2017,98122.0
763,485000,2017,98125.0
764,532000,2017,98133.0
765,295000,2016,98118.0
766,409000,2017,98105.0
767,499950,2016,98115.0
768,843000,2016,98115.0
769,721000,2017,98122.0
770,550000,2017,98107.0
771,750000,2017,98133.0
772,1010000,2017,98103.0
773,655000,2017,98121.0
774,1110000,2017,98103.0
775,425000,2016,98126.0
776,970000,2017,98121.0
777,590000,2016,98122.0
778,275000,2017,98122.0
779,444000,2016,98133.0
780,900000,2017,98107.0
781,539000,2016,98125.0
782,650000,2017,98107.0
783,472500,2016,98103.0
784,525500,2016,98125.0
785,706500,2017,98103.0
786,365000,2016,98122.0
787,541700,2016,98103.0
788,595000,2016,98117.0
789,600000,2017,98133.0
790,669990,2017,98122.0
791,1404000,2016,98103.0
792,400000,2016,98115.0
793,380000,2016,98121.0
794,502500,2016,98126.0
795,2400000,2017,98102.0
796,890000,2017,98107.0
797,670000,2016,98118.0
798,750000,2017,98107.0
799,610000,2017,98105.0
800,870000,2017,98115.0
801,675000,2017,98102.0
802,650000,2017,98125.0
803,595000,2016,98116.0
804,659000,2016,98104.0
805,539000,2017,98115.0
806,548000,2016,98125.0
807,630000,2017,98117.0
808,1000000,2017,98133.0
809,1050000,2016,98122.0
810,525000,2017,98103.0
811,685000,2016,98116.0
812,205000,2016,98126.0
813,826000,2016,98115.0
814,756200,2017,98126.0
815,1201000,2017,98105.0
816,650000,2017,98125.0
817,427000,2016,98133.0
818,605000,2017,98116.0
819,296000,2017,98115.0
820,677000,2017,98105.0
821,320000,2016,98116.0
822,420000,2016,98126.0
823,445000,2017,98116.0
824,661000,2016,98103.0
825,5000,2011,98125.0
826,800000,2017,98116.0
827,883707,2017,98117.0
828,440000,2016,98133.0
829,870000,2017,98117.0
830,398000,2016,98126.0
831,1000,2016,98107.0
832,510000,2017,98125.0
833,649900,2016,98103.0
834,593500,2016,98116.0
835,260000,2017,98115.0
836,971000,2016,98118.0
837,395000,2017,98117.0
838,373888,2017,98125.0
839,490000,2017,98118.0
840,664000,2017,98133.0
841,760000,2017,98133.0
842,875000,2017,98109.0
843,350000,2017,98101.0
844,640000,2017,98107.0
845,417000,2016,98115.0
846,850000,2016,98122.0
847,141831,2017,98117.0
848,612000,2016,98122.0
849,400000,2017,98126.0
850,546000,2017,98133.0
851,775000,2017,98103.0
852,650000,2016,98116.0
853,390000,2016,98122.0
854,530050,2017,98133.0
855,405000,2017,98101.0
856,505000,2016,98115.0
857,585000,2017,98109.0
858,190000,2016,98118.0
859,695600,2016,98105.0
860,370000,2017,98118.0
861,656100,2017,98103.0
862,525000,2017,98122.0
863,970000,2017,98105.0
864,872500,2016,98115.0
865,450000,2016,98133.0
866,675000,2017,98122.0
867,620000,2017,98102.0
868,625500,2017,98125.0
869,1515000,2017,98105.0
870,770000,2017,98103.0
871,300000,2017,98122.0
872,752249,2017,98107.0
873,1900000,2017,98107.0
874,463000,2016,98102.0
875,223000,2017,98104.0
876,915000,2017,98102.0
877,520000,2017,98125.0
878,975000,2016,98103.0
879,499000,2016,98118.0
880,531000,2016,98117.0
881,704000,2017,98117.0
882,885000,2016,98122.0
883,1915000,2017,98125.0
884,663000,2017,98117.0
885,670000,2016,98112.0
886,5318,2012,98125.0
887,1370300,2016,98121.0
888,234950,2016,98125.0
889,480000,2016,98122.0
890,855000,2017,98118.0
891,461007,2017,98126.0
892,247450,2016,98122.0
893,565000,2017,98118.0
894,635000,2017,98103.0
895,750000,2017,98102.0
896,520000,2017,98116.0
897,775000,2016,98115.0
898,850000,2017,98115.0
899,857500,2017,98115.0
900,890000,2016,98115.0
901,957000,2017,98115.0
902,875000,2016,98117.0
903,170000,2016,98133.0
904,635000,2016,98118.0
905,6000,2012,98118.0
906,455000,2017,98102.0
907,530000,2016,98102.0
908,435000,2016,98107.0
909,635000,2017,98103.0
910,930600,2017,98122.0
911,800000,2017,98117.0
912,585000,2017,98117.0
913,175000,2016,98118.0
914,656200,2017,98125.0
915,755000,2017,98116.0
916,925000,2016,98107.0
917,908950,2017,98125.0
918,401000,2017,98125.0
919,430000,2016,98126.0
920,345000,2016,98102.0
921,777000,2016,98116.0
922,218000,2016,98104.0
923,769000,2017,98117.0
924,635000,2016,98116.0
925,420000,2016,98107.0
926,925000,2017,98125.0
927,3300000,2016,98118.0
928,711000,2016,98125.0
929,725000,2016,98103.0
930,560055,2016,98121.0
931,1150000,2017,98102.0
932,2298000,2017,98105.0
933,697000,2016,98122.0
934,665000,2017,98133.0
935,789950,2017,98115.0
936,535000,2017,98118.0
937,720000,2017,98102.0
938,665000,2017,98115.0
939,525000,2016,98109.0
940,629100,2017,98117.0
941,650000,2016,98121.0
942,1325000,2017,98115.0
943,1900000,2017,98105.0
944,290000,2017,98116.0
945,525000,2016,98105.0
946,650000,2016,98115.0
947,1131000,2016,98116.0
948,450000,2016,98125.0
949,1130000,2016,98105.0
950,620000,2016,98105.0
951,839375,2017,98116.0
952,950000,2017,98118.0
953,480000,2016,98133.0
954,297500,2016,98133.0
955,825000,2016,98115.0
956,870000,2017,98105.0
957,362000,2017,98116.0
958,875000,2016,98126.0
959,450000,2017,98103.0
960,615000,2017,98103.0
961,750000,2016,98102.0
962,506206,2016,98133.0
963,850000,2017,98117.0
964,232000,2016,98118.0
965,530325,2016,98133.0
966,1108050,2016,98117.0
967,516500,2016,98117.0
968,460000,2017,98105.0
969,1015000,2017,98125.0
970,457500,2017,98112.0
971,190000,2016,98115.0
972,550000,2016,98121.0
973,950000,2017,98125.0
974,425000,2016,98126.0
975,216500,2017,98133.0
976,715000,2017,98117.0
977,580000,2016,98103.0
978,1340000,2017,98105.0
979,661000,2017,98122.0
980,586000,2017,98126.0
981,781000,2017,98125.0
982,670000,2017,98109.0
983,930000,2017,98126.0
984,310000,2016,98115.0
985,570000,2017,98133.0
986,434000,2017,98133.0
987,525000,2017,98125.0
988,611100,2017,98103.0
989,370000,2016,98133.0
990,810000,2017,98117.0
991,575000,2017,98103.0
992,695000,2016,98117.0
993,690000,2016,98116.0
994,352000,2016,98118.0
995,232000,2016,98133.0
996,1000000,2017,98112.0
997,415000,2016,98126.0
998,300000,2016,98116.0
999,270000,2016,98103.0
1000,472000,2016,98116.0
1001,650000,2016,98115.0
1002,685000,2017,98109.0
1003,536000,2017,98125.0
1004,729000,2016,98122.0
1005,1065000,2017,98115.0
1006,850000,2016,98115.0
1007,980000,2017,98109.0
1008,555000,2017,98126.0
1009,950000,2017,98117.0
1010,752000,2017,98103.0
1011,406606,2017,98126.0
1012,650000,2017,98103.0
1013,595000,2016,98105.0
1014,755000,2016,98109.0
1015,697500,2017,98118.0
1016,625000,2016,98103.0
1017,532000,2017,98126.0
1018,650000,2017,98107.0
1019,479000,2017,98112.0
1020,525000,2017,98122.0
1021,454500,2016,98133.0
1022,475000,2016,98104.0
1023,250000,2017,98116.0
1024,519000,2017,98133.0
1025,760000,2017,98126.0
1026,640000,2017,98122.0
1027,295000,2017,98118.0
1028,395000,2016,98133.0
1029,552000,2017,98126.0
1030,1400000,2017,98112.0
1031,840000,2016,98118.0
1032,517500,2017,98102.0
1033,7000,2015,98125.0
1034,611500,2017,98107.0
1035,666500,2017,98109.0
1036,615000,2017,98116.0
1037,375000,2017,98118.0
1038,1650000,2017,98115.0
1039,405000,2016,98109.0
1040,483000,2016,98125.0
1041,850000,2017,98102.0
1042,750000,2017,98126.0
1043,486000,2016,98121.0
1044,449950,2017,98125.0
1045,215000,2017,98133.0
1046,2620000,2017,98115.0
1047,418000,2016,98133.0
1048,885000,2017,98117.0
1049,450327,2016,98107.0
1050,840000,2017,98103.0
1051,590000,2017,98118.0
1052,699900,2016,98118.0
1053,800000,2017,98117.0
1054,926000,2017,98115.0
1055,560000,2017,98126.0
1056,680500,2016,98103.0
1057,700000,2016,98101.0
1058,195000,2017,98104.0
1059,750000,2017,98107.0
